train_loss,train_accuracy,validation_loss,validation_accuracy,epochs,learning_rate,train_time,batch_size,conv_layers_number,dropout_1,dropout_2
1.11515730060637,0.7886088412105031,1.1333057880401611,0.770320197044335,150,0.0008569099738134451,243727279 microseconds,128,2,0.10431726577598921,0.08798425278861344
1.120466411583067,0.7842372170327165,1.1333656311035156,0.771551724137931,150,0.00039820423033498414,430207863 microseconds,64,2,0.39121863840124316,0.4885700989912818
1.11730326207604,0.7866060772868978,1.1339478492736816,0.7690886699507389,150,0.0005392472674423818,480663062 microseconds,64,2,0.3001594600596539,0.6786052087143281
1.1269100160579981,0.7779018153441813,1.1410466432571411,0.7653940886699507,150,0.00019911045984584013,861990996 microseconds,32,2,0.6030835963116199,0.3694361292491789
1.1311243814746226,0.7718584256032074,1.1415878534317017,0.7623152709359606,150,0.0007535630460239625,957963514 microseconds,32,2,0.4683932643123996,0.11823223270527894
1.12778092909047,0.77616402053786,1.1419843435287476,0.7604679802955665,150,0.0005541229648541722,851509714 microseconds,32,2,0.12361328421152462,0.16208306310104081
1.1334593507248585,0.7708239035286091,1.1427526473999023,0.7616995073891626,150,0.0008919615190369215,854164578 microseconds,32,2,0.43859335466431004,0.15666820882767607
1.1273822120324832,0.776984565335955,1.1454658508300781,0.7580049261083743,150,0.00044829453009625705,857897558 microseconds,32,2,0.5819883075981238,0.38472663722273404
1.131036963284485,0.7720493961006448,1.1457098722457886,0.7561576354679803,150,0.00046637759631012836,853244627 microseconds,32,2,0.36988229676048145,0.8212142457852639
1.132933783953584,0.7708272563621577,1.1471987962722778,0.7543103448275862,150,0.0005923963177390846,959196700 microseconds,32,2,0.579123715677183,0.17099076145436642
1.1326168701052666,0.7721831956430081,1.148823857307434,0.7512315270935961,150,0.0002845391200113471,243730798 microseconds,128,2,0.645796520055623,0.07774328504177219
1.123281255364418,0.7809712163151112,1.150669813156128,0.7543103448275862,150,0.0009290463190795148,56617321 microseconds,512,2,0.05410999010994599,0.7637340284536837
1.1368172094225883,0.7696101851172612,1.1535228490829468,0.749384236453202,150,0.000742566953758125,64388259 microseconds,512,2,0.0325368822088733,0.8622014993453944
1.1331491768360138,0.7719718698242853,1.1537226438522339,0.750615763546798,150,0.000424305117668151,109922597 microseconds,256,2,0.1408355011707474,0.10301893090221614
1.131968766450882,0.7732810128033555,1.1539326906204224,0.750615763546798,150,0.0007048970208723369,64493024 microseconds,512,2,0.6478497363020629,0.60031287464606
1.118338019359769,0.7855814152555617,1.156428337097168,0.7481527093596059,150,0.0006300337298709702,481127927 microseconds,64,2,0.3966824717662063,0.27239978942240073
1.1413451805710793,0.7660011797018622,1.1608836650848389,0.7426108374384236,150,0.00041435300200278754,56711028 microseconds,512,2,0.2521841369425011,0.38597134183322435
1.1529339849948883,0.7533255380725862,1.162298560142517,0.7450738916256158,150,0.00017295974042064774,235828190 microseconds,128,2,0.5364453377101618,0.7411727286482863
1.1536816656589508,0.7501398824064518,1.1690359115600586,0.7333743842364532,150,0.0006208183998370263,64553463 microseconds,512,2,0.7928095375493052,0.06612689786603754
1.2155856359750032,0.6895977059170858,1.2217987775802612,0.6859605911330049,150,0.00010674100205915604,217943432 microseconds,128,2,0.7153285556264347,0.029745689074699988
