train_loss,train_accuracy,validation_loss,validation_accuracy,epochs,learning_rate,train_time,batch_size,conv_layers_number,dropout_1,dropout_2,dropout_3
1.1282440721988678,0.7759459299800815,1.1561622619628906,0.7438423645320197,150,0.0008876711865045857,86050629 microseconds,256,3,0.18326210806745014,0.6293156821514015,0.04064604810461314
1.143400901928544,0.7594965301357204,1.1658339500427246,0.7376847290640394,150,0.000575619080373369,169909290 microseconds,128,3,0.5078246703489501,0.7270209615945246,0.32151345249270025
1.1501207687254027,0.7557127805581275,1.166407585144043,0.7358374384236454,150,0.00010601857022325818,663619146 microseconds,32,3,0.5040161603195292,0.5410775405678068,0.11005987202035683
1.149051606185793,0.7562672752080107,1.16896390914917,0.7327586206896551,150,0.0007278048330790305,333630325 microseconds,64,3,0.4904934678727245,0.8375973087150296,0.12759885736511722
1.1582043027783941,0.7451478748191035,1.1711803674697876,0.7346059113300493,150,0.0003815370558528366,665670158 microseconds,32,3,0.43425597119797243,0.9110821267493147,0.49479061286633563
1.1664842553436756,0.7374127043794179,1.1716753244400024,0.7327586206896551,150,0.00040500378483039,86152178 microseconds,256,3,0.6371955981971524,0.20088235442716773,0.6202060666964881
1.164304044068329,0.7386678358271874,1.1818664073944092,0.7216748768472906,150,0.00043373592626242405,663964234 microseconds,32,3,0.1690648305981376,0.4559669892703443,0.11798862591471693
1.1862990217884695,0.7178884945856405,1.199520468711853,0.7032019704433498,150,0.0007818625139209741,333947094 microseconds,64,3,0.28961966757629576,0.7995033619610374,0.8027112486099958
1.1866056025028229,0.7206610778740595,1.2017924785614014,0.7013546798029556,150,0.0004066084517341937,44164309 microseconds,512,3,0.02308947860601329,0.0488504281514619,0.7541521575530687
1.190922275185585,0.713470877625101,1.206652045249939,0.6988916256157636,150,0.0005664420107453638,44751137 microseconds,512,3,0.5602799351570398,0.9392197156276723,0.665016636155286
1.208274696022272,0.6945343704460664,1.2210382223129272,0.6841133004926109,150,0.0005466915250447898,86068318 microseconds,256,3,0.8723582181712847,0.403814129230078,0.08589599961779715
1.2341291829943657,0.6678688184760008,1.248327612876892,0.6570197044334976,150,0.0009235750703939293,44342945 microseconds,512,3,0.8679740707430981,0.7940310676603124,0.8052601122526708
1.2694806789788675,0.6289776490698958,1.2849478721618652,0.6126847290640394,150,0.0004221684226870429,332738921 microseconds,64,3,0.9455024820814472,0.8344406217342336,0.26736011046543484
1.2794441754423727,0.6188606491404534,1.2870029211044312,0.6126847290640394,150,0.000948758862758198,334541833 microseconds,64,3,0.5070144648087018,0.9676430536723378,0.5756240186701482
1.2864823415875435,0.6172374648311653,1.2956595420837402,0.6126847290640394,150,0.00015163128573394272,44462538 microseconds,512,3,0.3240409587856613,0.44638533741316255,0.8522190703041221
1.2963493838906288,0.6038378862730966,1.3016384840011597,0.5917487684729064,150,0.0009957429055456645,85142825 microseconds,256,3,0.8215990350776878,0.8400327607760368,0.9124854882446687
1.3020362127572298,0.5987392629705636,1.321890115737915,0.5806650246305419,150,0.0001650183931459289,169693721 microseconds,128,3,0.2913848983680911,0.9814240464986612,0.1573355844151143
1.3409416023641825,0.5566312952164305,1.3301032781600952,0.5701970443349754,150,0.0006714074869898,168563934 microseconds,128,3,0.9801760326471218,0.6881371452438279,0.896801186327859
1.3929669922731054,0.5100638212294915,1.4030475616455078,0.4956896551724138,150,0.00013650950954673777,334376678 microseconds,64,3,0.33764333145970116,0.9914254123938421,0.7354872771110781
1.489564761519432,0.38892432815325984,1.4840514659881592,0.39901477832512317,150,0.0003170937881515288,169565847 microseconds,128,3,0.47326750611530966,0.9940422648973516,0.9834736511401991
