train_loss,train_accuracy,validation_loss,validation_accuracy,epochs,learning_rate,train_time,batch_size,conv_layers_number,dropout_1
1.1101683042943478,0.7973185199096315,1.1171681880950928,0.7924876847290641,150,0.0007260768702197218,253523307 microseconds,256,1,0.1354145932562919
1.1080362200737,0.7954641387548994,1.123078465461731,0.7777093596059114,150,0.0008942709390060167,566406656 microseconds,128,1,0.2935394593738644
1.102487437427044,0.8057410227748389,1.130099892616272,0.7746305418719212,150,0.0006482462155400895,501476507 microseconds,128,1,0.026631372854248214
1.124445829540491,0.7825376961844743,1.1411805152893066,0.770320197044335,150,0.0007879213717877738,254081608 microseconds,256,1,0.4511221229650463
1.1162970342974023,0.7872620911128478,1.144433856010437,0.7604679802955665,150,0.0006266693988169681,2033176160 microseconds,32,1,0.2735052526550594
1.1280610911020144,0.7778074994613369,1.1446071863174438,0.7635467980295566,150,0.0001827460780933539,2002380187 microseconds,32,1,0.25528166714202916
1.1362761203199625,0.7709586556386699,1.1557539701461792,0.7444581280788177,150,0.0003930640520068857,510050496 microseconds,128,1,0.3464845849877045
1.1533534364906821,0.749736858940301,1.164485216140747,0.7401477832512315,150,0.000965798040151388,1995564697 microseconds,32,1,0.6441075475138227
1.145776467397809,0.7614203692174015,1.1647541522979736,0.7364532019704434,150,0.00034998783158443354,507664464 microseconds,128,1,0.38347376218128393
1.1569668799638748,0.7533442251875777,1.175663709640503,0.7321428571428571,150,0.0005222490221264501,129837144 microseconds,512,1,0.03840368400800287
1.187725881114602,0.7166554287584481,1.1976501941680908,0.7038177339901478,150,0.0005659936321888745,501953402 microseconds,128,1,0.7944685121178292
1.1836438179016113,0.7218975990208812,1.1984786987304688,0.708128078817734,150,0.0008623373086768931,129798429 microseconds,512,1,0.7444160183925982
1.180725421492509,0.7267092603597319,1.2006194591522217,0.708743842364532,150,0.00020625186649445563,998166161 microseconds,64,1,0.7527171628763718
1.2061968296766281,0.7053376605487106,1.2243798971176147,0.6828817733990148,150,0.0002843771424662325,131262561 microseconds,512,1,0.6055321502618244
1.2146742194890976,0.6930288095518259,1.2320536375045776,0.6742610837438424,150,0.00024793151518704944,129723644 microseconds,512,1,0.5223053139783818
1.2197972610592842,0.6869990975290632,1.2366862297058105,0.6625615763546798,150,0.00025408651410760625,131994289 microseconds,512,1,0.6855152853563934
1.233596257865429,0.6714458648588437,1.2476567029953003,0.6545566502463054,150,0.00018220857442386717,131653718 microseconds,512,1,0.5408897478655282
1.2613613791763783,0.6382296586309765,1.272117018699646,0.6299261083743842,150,0.0009761814672179594,292104141 microseconds,256,1,0.9108497983997055
1.272839090955539,0.6255668380419108,1.2931674718856812,0.6059113300492611,150,0.0009656414093297528,2004493127 microseconds,32,1,0.929193318147243
1.3075453117489815,0.5909210542876708,1.3134735822677612,0.5948275862068966,150,0.0002387765393336845,129326871 microseconds,512,1,0.9505473428548746
