train_loss,train_accuracy,validation_loss,validation_accuracy,epochs,learning_rate,train_time,batch_size,conv_layers_number,dropout_1,dropout_2
0.9779,0.748,0.9799,0.7457,61,0.00011071010580838208,7464736601 microseconds,32,2,0.2675181993925112,0.07788786918395219
0.9791,0.7507,0.9817,0.7443,75,0.00021779716689449965,1156932647 microseconds,256,2,0.6076343004093538,0.1693670706551509
0.9801,0.7461,0.9819,0.7435,64,0.0006428035865951903,495753606 microseconds,512,2,0.22529126855711723,0.41210814273886476
0.9825,0.7441,0.982,0.7434,62,0.0006103473549448925,955743176 microseconds,256,2,0.1472052576416666,0.5766841131123985
0.9841,0.7402,0.9841,0.7394,73,0.0007571662079596185,1123622348 microseconds,256,2,0.20140949979155753,0.7040680371352607
0.9873,0.7364,0.9866,0.7354,52,0.0009597023067323828,3182417779 microseconds,64,2,0.3817692624553293,0.27735466377534357
0.9844,0.7409,0.9868,0.7388,63,0.0003717336119348167,1931596132 microseconds,128,2,0.728597225705839,0.20223874741386816
0.9888,0.7386,0.9886,0.7382,45,0.0005952256268007892,1380154844 microseconds,128,2,0.4868867190993945,0.5778610108408581
0.9881,0.7348,0.9889,0.7335,69,0.0007000275869294394,2113288721 microseconds,128,2,0.6847894304839001,0.3862497236063591
0.9885,0.7386,0.9897,0.7366,55,0.00033503140087075387,426127320 microseconds,512,2,0.4175397874224408,0.7397554079081755
0.991,0.7337,0.9919,0.7292,98,0.00046541096152356913,11964070650 microseconds,32,2,0.8869486193685648,0.19692021523995829
0.9924,0.7339,0.9931,0.7314,65,0.0003185457143995453,1990336556 microseconds,128,2,0.20214364243552163,0.8929319132147084
0.9926,0.732,0.9933,0.7306,77,0.0002021589036900352,4710351804 microseconds,64,2,0.8384382289309074,0.7299061580891393
0.9934,0.7329,0.995,0.7326,52,0.00033576860240892685,1595030247 microseconds,128,2,0.8020393587672742,0.6536045635707728
0.9963,0.728,0.9951,0.7301,77,0.000542078877811303,2361360062 microseconds,128,2,0.484152156099966,0.8931568375682037
0.9958,0.7289,0.9953,0.7277,59,0.0006968538758822458,1808817399 microseconds,128,2,0.4680228238845926,0.8347040352635112
0.9972,0.7219,0.9958,0.7286,51,0.00044559637253748104,6234334405 microseconds,32,2,0.8624039273520284,0.19642488820602944
1.0031,0.7163,1.0012,0.7224,128,0.0009711559795796856,3927509386 microseconds,128,2,0.8559149536763274,0.7125990217576113
1.004,0.714,1.0022,0.7125,68,0.000582042179554849,8509834540 microseconds,32,2,0.2931118787480097,0.9267465232047998
1.0061,0.7116,1.0056,0.7105,68,0.00039985062461772136,4159405217 microseconds,64,2,0.06952046668614298,0.9396432756670792
