Trained model result:
Loss: 1.1072806842683807
Train time: 286260159 microseconds => 4,77100265 minutes

Starting GCN training on NVIDIA GeForce RTX 3060 cuda
TRM: DataLoader created with 127 batches
TRM: Epoch 150 | Train Loss: 1.138 | Train Acc: 0.766 | Val Loss: 1.173 | Val Acc: 0.730
TRM: Epoch 151 | Train Loss: 1.125 | Train Acc: 0.778 | Val Loss: 1.142 | Val Acc: 0.760
TRM: Epoch 152 | Train Loss: 1.116 | Train Acc: 0.789 | Val Loss: 1.147 | Val Acc: 0.755
TRM: Epoch 153 | Train Loss: 1.121 | Train Acc: 0.782 | Val Loss: 1.148 | Val Acc: 0.754
TRM: Epoch 154 | Train Loss: 1.115 | Train Acc: 0.789 | Val Loss: 1.147 | Val Acc: 0.757
TRM: Epoch 155 | Train Loss: 1.114 | Train Acc: 0.789 | Val Loss: 1.143 | Val Acc: 0.760
TRM: Epoch 156 | Train Loss: 1.122 | Train Acc: 0.781 | Val Loss: 1.181 | Val Acc: 0.720
TRM: Epoch 157 | Train Loss: 1.121 | Train Acc: 0.783 | Val Loss: 1.143 | Val Acc: 0.760
TRM: Epoch 158 | Train Loss: 1.126 | Train Acc: 0.778 | Val Loss: 1.150 | Val Acc: 0.754
TRM: Epoch 159 | Train Loss: 1.116 | Train Acc: 0.787 | Val Loss: 1.144 | Val Acc: 0.760
TRM: Epoch 160 | Train Loss: 1.113 | Train Acc: 0.790 | Val Loss: 1.138 | Val Acc: 0.765
TRM: Epoch 161 | Train Loss: 1.119 | Train Acc: 0.785 | Val Loss: 1.138 | Val Acc: 0.768
TRM: Epoch 162 | Train Loss: 1.115 | Train Acc: 0.788 | Val Loss: 1.142 | Val Acc: 0.759
TRM: Epoch 163 | Train Loss: 1.122 | Train Acc: 0.783 | Val Loss: 1.147 | Val Acc: 0.757
TRM: Epoch 164 | Train Loss: 1.119 | Train Acc: 0.785 | Val Loss: 1.140 | Val Acc: 0.765
TRM: Epoch 165 | Train Loss: 1.131 | Train Acc: 0.774 | Val Loss: 1.165 | Val Acc: 0.736
TRM: Epoch 166 | Train Loss: 1.122 | Train Acc: 0.783 | Val Loss: 1.140 | Val Acc: 0.764
TRM: Epoch 167 | Train Loss: 1.120 | Train Acc: 0.784 | Val Loss: 1.159 | Val Acc: 0.746
TRM: Epoch 168 | Train Loss: 1.121 | Train Acc: 0.782 | Val Loss: 1.146 | Val Acc: 0.759
TRM: Epoch 169 | Train Loss: 1.122 | Train Acc: 0.782 | Val Loss: 1.144 | Val Acc: 0.759
TRM: Epoch 170 | Train Loss: 1.114 | Train Acc: 0.789 | Val Loss: 1.140 | Val Acc: 0.762
TRM: Epoch 171 | Train Loss: 1.115 | Train Acc: 0.789 | Val Loss: 1.134 | Val Acc: 0.769
TRM: Epoch 172 | Train Loss: 1.120 | Train Acc: 0.784 | Val Loss: 1.149 | Val Acc: 0.755
TRM: Epoch 173 | Train Loss: 1.114 | Train Acc: 0.790 | Val Loss: 1.170 | Val Acc: 0.734
TRM: Epoch 174 | Train Loss: 1.113 | Train Acc: 0.791 | Val Loss: 1.143 | Val Acc: 0.760
TRM: Epoch 175 | Train Loss: 1.118 | Train Acc: 0.786 | Val Loss: 1.146 | Val Acc: 0.759
TRM: Epoch 176 | Train Loss: 1.117 | Train Acc: 0.786 | Val Loss: 1.141 | Val Acc: 0.759
TRM: Epoch 177 | Train Loss: 1.118 | Train Acc: 0.785 | Val Loss: 1.150 | Val Acc: 0.751
TRM: Epoch 178 | Train Loss: 1.116 | Train Acc: 0.788 | Val Loss: 1.138 | Val Acc: 0.765
TRM: Epoch 179 | Train Loss: 1.114 | Train Acc: 0.789 | Val Loss: 1.135 | Val Acc: 0.768
TRM: Epoch 180 | Train Loss: 1.127 | Train Acc: 0.776 | Val Loss: 1.169 | Val Acc: 0.734
TRM: Epoch 181 | Train Loss: 1.121 | Train Acc: 0.783 | Val Loss: 1.137 | Val Acc: 0.767
TRM: Epoch 182 | Train Loss: 1.114 | Train Acc: 0.790 | Val Loss: 1.143 | Val Acc: 0.761
TRM: Epoch 183 | Train Loss: 1.114 | Train Acc: 0.790 | Val Loss: 1.133 | Val Acc: 0.769
TRM: Epoch 184 | Train Loss: 1.110 | Train Acc: 0.793 | Val Loss: 1.132 | Val Acc: 0.772
TRM: Epoch 185 | Train Loss: 1.106 | Train Acc: 0.798 | Val Loss: 1.126 | Val Acc: 0.778
TRM: Epoch 186 | Train Loss: 1.111 | Train Acc: 0.792 | Val Loss: 1.134 | Val Acc: 0.768
TRM: Epoch 187 | Train Loss: 1.107 | Train Acc: 0.797 | Val Loss: 1.131 | Val Acc: 0.772
TRM: Epoch 188 | Train Loss: 1.103 | Train Acc: 0.800 | Val Loss: 1.125 | Val Acc: 0.780
TRM: Epoch 189 | Train Loss: 1.107 | Train Acc: 0.795 | Val Loss: 1.134 | Val Acc: 0.768
TRM: Epoch 190 | Train Loss: 1.104 | Train Acc: 0.798 | Val Loss: 1.136 | Val Acc: 0.767
TRM: Epoch 191 | Train Loss: 1.117 | Train Acc: 0.786 | Val Loss: 1.134 | Val Acc: 0.771
TRM: Epoch 192 | Train Loss: 1.110 | Train Acc: 0.794 | Val Loss: 1.142 | Val Acc: 0.762
TRM: Epoch 193 | Train Loss: 1.113 | Train Acc: 0.790 | Val Loss: 1.130 | Val Acc: 0.773
TRM: Epoch 194 | Train Loss: 1.103 | Train Acc: 0.802 | Val Loss: 1.134 | Val Acc: 0.768
TRM: Epoch 195 | Train Loss: 1.105 | Train Acc: 0.798 | Val Loss: 1.132 | Val Acc: 0.773
TRM: Epoch 196 | Train Loss: 1.103 | Train Acc: 0.800 | Val Loss: 1.139 | Val Acc: 0.765
TRM: Epoch 197 | Train Loss: 1.105 | Train Acc: 0.798 | Val Loss: 1.126 | Val Acc: 0.778
TRM: Epoch 198 | Train Loss: 1.100 | Train Acc: 0.804 | Val Loss: 1.130 | Val Acc: 0.775
TRM: Epoch 199 | Train Loss: 1.108 | Train Acc: 0.795 | Val Loss: 1.128 | Val Acc: 0.773
TRM: Epoch 200 | Train Loss: 1.107 | Train Acc: 0.796 | Val Loss: 1.131 | Val Acc: 0.772
TRM: Saving model in pickle object
TRM: Model saved

GCN trained successfully.
